canonical_identity	entry_format_version	entry_id	inclusion_source_ids	inclusion_sources	inclusion_status	limitations	original_identifier	rejection_reason	resistance_axes	resolution_status	role_annotation	universe_type
symbol:RAD51C|entrez:5889	v0.5.0	tue_51a67122d4a0ecfba4e312e6a5bb399cbf523e51646e0a810d70e42ab8e61502	"[""tus_cb911f778501fcedaf55dc42d00c96121570b7c8dcb0fac040b6bf9a50271be3""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000108384""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RAD51C		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RAF1|entrez:5894	v0.5.0	tue_e14145af24990e5e98d2d460a3c6a2d5c533e28b3c9c7c8a6599db40258329c5	"[""tus_0a80cfae09fcb03e73a69dbf02ac26930de41a5fe2e4196ce117297feec14a1a""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000132155""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RAF1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RANBP2|entrez:5903	v0.5.0	tue_939c979411992fdbb7bba7b87e19c8f9e3781a88dc94e412981aeb76c5db9194	"[""tus_def7227f53c9ad793ecf0c6f324f7d9d5560461b1bf18418148b13c5c596c91f""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000153201""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RANBP2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RB1|entrez:5925	v0.5.0	tue_4fc91c744fa5ef2fb28514f7fac97240ffa258e6799124727e9fff5fb3bb7683	"[""tus_4ed4aca7fe5f1ef49efe9d3d3ced58458f6b916d5d879d23e929b0575323aca0""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000139687""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RB1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RET|entrez:5979	v0.5.0	tue_0dcea47ae41c65f191471418616d6d17f1841571a0a1373e46144404778d03ec	"[""tus_d184456c88add3e18f134dd9bda010726bcbf3f137f9807859f18e4857e44f43""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000165731""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RET		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RICTOR|entrez:253260	v0.5.0	tue_9988ba10176ac2fcfd82f55a540fccc7ca852a3a526f9c6c722d6d813ae4fa0f	"[""tus_2e531c59d91ee634ae4630e0c4ea3b74bb03aff27fa837e3538407e3f312e4d2""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000164327""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RICTOR		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ROS1|entrez:6098	v0.5.0	tue_3175ae3a4566be2ffc5abae65566b887f93bb4c4da432ff86fa507d2f3f62af9	"[""tus_d7b2c1d629ac182fea3cbd6f230ecae1b1814e6574634a157a7df1999b125657""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000047936""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ROS1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RPL5|entrez:6125	v0.5.0	tue_02d0499f97a202d6a091e5d917f4489e360b6861af0bd340eae58dc089b27dd7	"[""tus_bfb88bf5bbae0e7292f72fbf54ca938c63000d2dd2cfe26c62dd1b6fa9b96261""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000122406""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RPL5		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RRM1|entrez:6240	v0.5.0	tue_c33a06e1efd125ab4bbbe5c451f5954d9478e692b73bfdc714919de36f9a1dd3	"[""tus_1a26b5b43faa603ac2840bfff0f90c1842f7e32b4cb1a98988401e5a867f3fbf""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000167325""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RRM1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RRM2B|entrez:50484	v0.5.0	tue_05559447610af551e79968dbf82bb2668a06dbf6850567a39fbfa60e03db4451	"[""tus_34dfa2039d02f5e2f872a3c7b8b2a23f7dad9fd6636ce34c9d51be2f65645df2""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000048392""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RRM2B		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RRM2|entrez:6241	v0.5.0	tue_31014a34a22f137e45acdd698c075224fda92f4d20b2eb8308869d5a5b18d48a	"[""tus_3e8caa52e90f1aa285e4d21e204cafbaa02057c62d0e7b1fe41abad77fcab230""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000171848""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RRM2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:RUNX1T1|entrez:862	v0.5.0	tue_7e283a4cb836a03c363bd524a5e1afa1d4b7cc9a1ffa05a46efa6e9adf1a01f4	"[""tus_4030f75e726e261ec541c2e46ad9ab1b422a24288c4ddc8b5b75d4f7ed5dd82b""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000079102""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	RUNX1T1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SALL4|entrez:57167	v0.5.0	tue_0c55689bc39f20bafdd62022a2c485d29e8f6ea44580fc57164d8a596e6b1bea	"[""tus_af29c56e6745d543de67899ea816e416184fb044360388738d65ae6871c8ac3e""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000101115""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SALL4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SETBP1|entrez:26040	v0.5.0	tue_98f6b131c4d481b78e0e0415a5d81ef389b76725e3515ad988c8cb16ff46f888	"[""tus_37c12841fdd1a77b6c2054c00f71403e6c3c2c7d8fc5b4506dc904a74edf69da""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000152217""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SETBP1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SETD2|entrez:29072	v0.5.0	tue_d9bcc9fbdbefb45e88a1d41f9098be0337d8f5884df448540b0f4ac7a510fda4	"[""tus_c035de1941bf7bce3d51351aba4c84f8fde4a40e662cd75fb076c4cea8930483""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000181555""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SETD2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SF3B1|entrez:23451	v0.5.0	tue_7311dc4b161231b0ea07e1a628e915b875804e6c9de4ab279071a91860f2f30c	"[""tus_b1591b13c70e201e5931be9db977f8e7b10261c19a5b8fe50e7eb9afd0d8c3d9""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000115524""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SF3B1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SLC24A5|entrez:283652	v0.5.0	tue_35a2703c667abcdef6341898b912051afe0db8883b2e24eedf62a2ceab9b25dc	"[""tus_d61cc905f4615c468e5220dd0e76fec4620612f562153680062c8f0c54a03bdb""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000188467""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SLC24A5		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SLC45A2|entrez:51151	v0.5.0	tue_0f5e9491e78a0f60f285bee45ecc29bce050473853cb8ee2aa789eb4e21e8568	"[""tus_30d7ea5c732d7088e53622d5c04cc2e04377405c540db67120810577bd2db69f""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000164175""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SLC45A2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SMAD2|entrez:4087	v0.5.0	tue_0f2b63d89d1a578ac2aae9f659488ad9dc183cf9cee99b1b4e451452a99a2adc	"[""tus_2007a73bb303cf0387aa2c3917c176655b51bb4c6910d37f21c2c9246e76ffdb""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000175387""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SMAD2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SMAD3|entrez:4088	v0.5.0	tue_7ab508dc467db65f5f1c1f279dfffb20b88caaf350c1dda17dd8a3e179991915	"[""tus_37ac5e851973cccd08c6643a3f2cdf8d6c683d1531676e3b1db18e1edb3f929a""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000166949""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SMAD3		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SMARCA4|entrez:6597	v0.5.0	tue_677f1f6787053195baa3700e6f70641ebee53619b6dbad6560acb81a6bc8b415	"[""tus_e6d8269a4b0700cf2c57a2118fe54e15f65a09736d7b709599f5eb7ce4fb7327""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000127616""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SMARCA4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SMO|entrez:6608	v0.5.0	tue_bfc8fbd353c8dc58fc291a38631024f88be20ba6b715025061e0b92f8de0d700	"[""tus_867048b6054399357fc5ab876505a1345c39dbdd44981307a04fef4135afb94b""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000128602""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SMO		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SPEN|entrez:23013	v0.5.0	tue_b78f789b34f841d8449fe641ba0a703dec6ea2912ec9b1c7ac81a4f432bedfb4	"[""tus_79783fe62be0f77b3fd01b1aa30cff2c44531bb13105ccf61e9d418e0acb18aa""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000065526""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SPEN		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SPOP|entrez:8405	v0.5.0	tue_c7ac61aeb8bc8336a58ec2fc54692333e7e1e786c1a07abe90164aa6fb0a02ef	"[""tus_aad8af72fa3fcb51e58276978714a92b0032321259c3e97b657acc35a6c17d3d""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000121067""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SPOP		"[""other_unresolved""]"	resolved_exact		discovery
symbol:STAT1|entrez:6772	v0.5.0	tue_c2eabf28150d8bded8c44f10dafe351107fbcde8751912a5804a3b1d4433c8a6	"[""tus_d8b60d2cb9fbf15e14f7688b082b916ad3b9be65dbc1af18aaed6d954bc1e422""]"	"[{""dataset_version"": ""benchmark_v1"", ""inclusion_rule"": ""policy-required benchmark union"", ""limitations"": [], ""source_class"": ""benchmark_union"", ""source_record_id"": ""symbol:STAT1|entrez:6772""}]"	included	[]	STAT1		"[""ifng_resistance""]"	resolved_exact	IFN-gamma resistance mechanism / biomarker	discovery
symbol:STAT5B|entrez:6777	v0.5.0	tue_09e13ffdb2f8cbf2fa3ee15fbf551073f8e4e7c345b43613b4c186dadbc9448c	"[""tus_a416f69f7a8edfb070f38a59eccf74e9f97a14461b32b406b14ceb6b37e0936f""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000173757""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	STAT5B		"[""other_unresolved""]"	resolved_exact		discovery
symbol:STK11|entrez:6794	v0.5.0	tue_c39515f151377bf6237499ecbd0d54eaa31dbb0240c0db5587b997d25bc446fe	"[""tus_158567276bd5a206779c961e692294256a1fa1dc25b93d331f69f57d3e567a05""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000118046""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	STK11		"[""other_unresolved""]"	resolved_exact		discovery
symbol:STN1|entrez:79991	v0.5.0	tue_1fc02efbb4b543ca9795cc275905cb2a46bb8ff87113b1145f02ddc971ed37c5	"[""tus_df1357237535c3a8aa643c4081b1d1bf6ae1b7fb87eb6e375e917f723a69c702""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000107960""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	STN1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SUFU|entrez:51684	v0.5.0	tue_c0e5785b62af0b3788551d8f9eadbcecf385ff2ce595c176a258dabb7fb333fe	"[""tus_648774096ca06f69ff6b24bbaa020bb7042df0ceb92d78cde1bc0de5f0400998""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000107882""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SUFU		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SUZ12|entrez:23512	v0.5.0	tue_e5112062c145db5ed2fbec4760429369b78a1485cf6982dbe63a8f2d336e97db	"[""tus_551ce0b24aded3df4e9359a215337446f9cc9be16c2d8c182653ea39d6fd92a6""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000178691""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SUZ12		"[""other_unresolved""]"	resolved_exact		discovery
symbol:SYK|entrez:6850	v0.5.0	tue_fcaaf10887bdb8700669e3ab34d83b7535ebe43b5dabacba021f5ec1ed59b64c	"[""tus_b66645df5f681542232d84f8cab7aaaef4d34c49894bdcd90f358ffcd4234c05""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000165025""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	SYK		"[""other_unresolved""]"	resolved_exact		discovery
